global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
2479.008322926531	n/a	6145482.265139012	n/a	2523.322671244396	n/a	n/a	6367157.303215954	2203.018347487979	n/a	n/a	4853289.8393686665	2190.1276024352724	2733.053920955283	n/a	n/a	n/a	n/a	-0.0242462561	-0.0012891808	-0.102417542	-0.1032662892	-0.1101340789	-0.0628451516	-0.0381856969	-0.0154002596	0.089390587	-0.085992544	0.004253422	-0.0037374034	0.0220429116	-0.0036954368	0.0514333813	-0.0252438868	0.0723727524	-0.0832880842	0.0794410904	-0.0186251118	0.1026400867	-0.0980306486	0.1588704226	-0.1371209929	0.0059537029	-0.0976845465	0.0884560986	-0.0750758948	0.0149260032	0.0678298936	-0.1167238763	-0.0410272406	0.1818624731	0.000971689	-0.0453659067	-0.0523935442	-0.0576365659	0.1261521611	0.086838342	-0.0106225843	-0.1449931903	0.0596188337	0.0560350599	-0.0815708532	0.0016160444	-0.0461246307	-0.0432717211	0.0180939949	-0.0796951282	0.0378883842	-0.0917556319	0.0803487147	-0.0650912574	0.1113901113	-0.0267136399	0.0328018222	-0.0786613092	0.1550647141	-0.0372270314	0.113136061	-0.1337354016	0.0717341636	-0.0436383345	0.0518127969	-0.0819934038	-0.0256737364	-0.1322595041	0.0965045808	-0.1366192749	-0.0851615195	0.0058951563	0.0166552752	0.0846741105	-0.1841246654	-0.0180884893	-0.000245757	-0.0353933228	0.0608830474	0.0031916342	-0.0921433918	0.0416079477	-0.1003872874	0.0654788972	-0.0549226247	0.0052951565	-0.0766380894	0.0759951367	-0.2035608344	0.1180882815	-0.0968608765	0.1580219239	-0.067365342	0.0567934177	-0.1581964209	0.0806051364	-0.1025618784	0.0753434809	-0.0826701061	0.0551033705	-0.0502696045	0.1414039094	0.1413515733	0.1412643608	0.0169362	n/a	0.0002868348704399	n/a	0.118422	n/a	0.014023770084	n/a	-0.132015	n/a	0.0174279602249999	n/a	0.000899691	n/a	8.09443895481e-07	n/a	-0.000669125	n/a	4.47728265625e-07	n/a	-0.00146452	n/a	n/a	2.1448188304e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2478.9693620432868	-0.0389608832442718	6145289.0979493	0.0015179504231737	2490.6833160938268	-32.63935515056937	1065.3275046449994	6203503.381068141	2200.50321610869	-2.51513137928896	6.3258858550839845	4842214.404104688	2186.19982152398	2713.2859009550425	0.931991	29.366058	0.227321875	0.151597	0.0464770321	-0.1393429544	-0.0437970254	-0.0643157227	0.0280532387	-0.1419326699	0.0140068159	-0.02494058	-0.0098163246	-0.039899167	0.0639310562	-0.0046736231	0.0273649221	-0.0347185831	0.1284763213	-0.0941146313	0.1044130819	0.0923543713	-0.0163786406	0.0100142726	0.0518549788	0.0253210108	0.0629533824	-0.1868999453	0.0097028191	-0.0862527909	-0.0250274261	0.0622860542	0.1496852478	0.1703119266	-0.0931793817	0.2375054334	0.0607783782	-0.0855924132	-0.1434919596	-0.0571371347	-0.0016874102	0.0476323811	0.0220026643	-0.1473563087	-0.1754471743	-0.055752197	0.1149441322	-0.0414905205	-0.0749191079	-0.0109797718	-0.0014562344	-0.0343196537	-0.0710721191	-0.0773487075	-0.1341547051	-0.0541476665	-0.0917975012	-0.0590965276	-0.0403169347	0.0590777234	-0.1157199874	0.1058555175	-0.0351571532	-0.0082094802	0.0506657537	0.0014481104	-0.0623807315	-0.0859440444	-0.2109274673	0.0462502631	-0.0213211765	-0.1816846482	-0.2236612645	-0.1646261234	-0.0042096219	0.061831562	0.0854062925	-0.1718968557	-0.0753816983	0.0349752648	0.0478010689	0.0160010084	0.0584673207	-0.1393089252	0.0196029252	-0.0826048105	-0.0852384322	0.074363993	0.0107647543	-0.1549455703	0.1904540136	-0.0750013339	0.1664459059	-0.1318516214	0.1912629903	0.0492388071	0.0485238769	-0.0529109852	0.1265518741	-0.1465789972	-0.1041747746	0.0122677722	0.1334303329	-0.1756952652	0.1412643608	0.1407937233	0.1400104884	0.0191848	0.0022486	0.0003680565510399	5.05620196e-06	0.0763941999999999	-0.0420278000000001	0.0058360737936399	0.00176633597284	-0.0380713	0.0939436999999999	0.00144942388369	0.0088254187696899	-6.79645e-05	-0.0009676554999999	4.619173260249999e-09	9.3635716668025e-07	-0.000806115	-0.00013699	6.498213932250001e-07	1.8766260100000013e-08	-0.00214191	-0.0006773899999999	4.5885721209999993e-07	4.5877784481e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2481.0603679553737	2.0910059120869846	6155660.549438855	4.372305724382723	2496.821771166346	6.138455072519264	37.68063067733748	6234118.956970249	2201.8572967345563	1.3540806258661178	1.8335343413459773	4848175.555183208	2187.3476318708167	2725.782132019432	0.950172	29.938938	0.11029909	0.0792553	0.0813627815	-0.1068356766	0.0355505764	0.0835283858	0.1196333843	-0.0512152282	0.0327357279	0.0053200106	-0.1072004467	-0.0285483678	0.0215447923	-0.0786912574	0.1064958934	0.1386482431	0.0782154417	-0.0582480827	-0.1258468948	0.0377478533	-0.0492185457	0.0269562629	0.0775366606	0.079699574	0.0493037284	-0.0890731667	0.1582843569	0.0304469383	-0.0533700561	-0.0110130413	0.0399842252	-0.015469074	-0.1128096608	-0.1665952515	-0.0211517872	-0.0102951978	-0.0813139647	0.1998555585	-0.068322167	-0.0180591867	-0.1050936531	0.1123394401	0.0138198647	0.0211242681	0.1108601806	-0.0274961298	-0.070612605	0.0855597389	-0.0399081622	-0.1880889973	-0.004932821	-0.0128389823	0.0486853729	-0.0049764847	-0.155486606	0.0117862261	0.0024461757	-0.0212193988	-0.0752913996	0.1092392281	0.0737414684	0.0619851	0.0919526381	-0.141059635	0.0507433093	-0.0036565336	-0.0391358713	0.0732567594	0.0465081921	0.132057102	0.0434482201	0.0282056037	0.1997354838	-0.069599735	0.0078035966	0.1279711931	0.0022274829	0.0745377334	0.0430629936	-0.0117530524	0.018958049	-0.09913306	0.0845927966	0.1142460516	-0.0894741811	0.0019294124	0.0111391201	0.0290453342	0.1150638468	-0.1334405085	-0.0050869334	-0.1270838257	0.1015525906	0.0626985769	-0.0491759262	-0.0307693649	-0.0094719463	-0.1475976901	0.0150708447	0.1464173815	-0.0868289012	-0.0397580726	0.1409854014	0.1396802247	0.1375138729	0.0238742	0.0046894	0.00056997742564	2.199047236000003e-05	0.0697095	-0.0066846999999999	0.0048594143902499	4.468521408999872e-05	-0.109719	-0.0716477	0.012038258961	0.0051333929152899	9.2783e-06	7.724279999999999e-05	8.608685089e-11	5.9664501518399994e-09	-0.000590702	0.000215413	3.489288528040001e-07	4.640276056900001e-08	-0.00188902	0.0002528899999999	6.395335209999999e-08	3.5683965604e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2476.021601030534	-5.03876692483982	6130682.968769808	25.389172122859733	2494.1061335864424	-2.715637579903614	7.374687465384758	6220565.405593513	2196.874533682193	-4.982763052363225	24.827927635996083	4826257.716741353	2182.693236292524	2752.431578569523	1.288322	40.593681	0.177907485	0.100793	-0.1417356908	-0.0335902895	0.0470237872	0.0946585436	0.10477135	0.0818668336	-0.0772373567	-0.0207761865	0.0463490248	-0.0338313628	-0.1093816398	0.0405154644	-0.036672985	-0.0328355503	0.003972247	0.0422655224	-0.09014433	0.0110812459	0.1325788222	0.0010199919	-0.0133761123	0.1957687508	0.0818567138	-0.0526806302	-0.122006477	0.0703838959	0.3000529518	0.1585633294	-0.0344641226	-0.0753423475	0.0185805894	-0.0188886914	0.1082905063	-0.02955919	-0.147395728	-0.0031474182	-0.0093914521	-0.0923150378	-0.0607761899	0.0417338976	0.0147178568	0.1139604459	0.1640216499	-0.0406834919	0.1096161126	0.026181547	0.0579173826	-0.0175758459	0.072882195	-0.0743342535	0.0686352502	-0.0721656676	0.0876128985	0.0412379452	0.0529140562	-0.0918243081	-0.0413935061	0.1325333434	0.0089630559	-0.1097688406	-0.1767167826	-0.0207602102	-0.2857993031	-0.0056691442	0.1281713356	0.0170960814	-0.1008599403	0.0793999694	-0.0738627758	-0.0954938314	0.0500251462	0.0464788162	-0.0572095516	0.0151970225	-0.0020967483	-0.0513059118	-0.1292241815	0.0126396248	-0.0224023007	-0.0753850827	-0.0741936639	0.1023730094	0.114162772	-0.0745933285	0.0692103608	-0.0692719591	-0.111859714	-0.0418582578	0.2281729727	0.1146082332	-0.0085973204	-0.0463365365	0.1464174565	-0.1174176331	0.0237370144	-0.0651475179	0.0406174994	-0.048358246	-0.0489349721	0.0668534136	0.1405673064	0.138015472	0.1337966746	0.0190996	-0.0047746	0.00036479472016	2.2796805160000003e-05	0.121139	0.0514295	0.014674657321	0.00264499347025	-0.169041	-0.059322	0.028574859681	0.003519099684	0.00032845	0.0003191717	1.0787940250000001e-07	1.0187057408089001e-07	-0.000764358	-0.000173656	5.842431521640001e-07	3.0156406336e-08	-0.00113422	0.0007547999999999	5.697230399999999e-07	1.2864550084e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2472.212982905679	-3.808618124855002	6111837.032847395	14.50557202097403	2489.580515720512	-4.525617865930599	20.481217068430222	6198011.14425521	2198.2503899920166	1.3758563098235754	1.8929805852813464	4832304.777100053	2184.311989274386	2661.978588607032	1.35335	42.642651	0.26040755	0.17581	0.0803295082	0.0488362995	0.0626995883	0.1079005763	0.0733893397	0.1203866017	0.0171644051	0.0762446424	0.0441859201	0.0202299608	0.063211621	0.0058043605	0.0573728849	0.0458705363	0.1047569845	-0.009565507	0.0891988818	0.1627805853	-0.0768873394	0.1040038951	0.0745349887	0.0953298135	-0.0513508956	0.0288240895	0.025657555	0.0559226392	-0.0493883547	0.1860807921	0.123805443	0.0403414646	0.124031531	0.0888651842	-0.0634428796	0.1312201053	-0.1023041923	0.0128373345	0.1051236749	-0.1458356447	-0.0399670533	-0.1862354161	0.1378385431	-0.0458531832	-0.0253744389	0.0211425445	-0.0578864015	-0.0039777899	-0.0210618911	-0.0304140747	0.0803067488	-0.0462081176	-0.0827558191	-0.145824849	-0.191548439	-0.0700578156	0.0480651341	-0.0600925555	0.0482629542	0.0020898264	0.0326779371	-0.1072443554	0.0795296304	0.0013125235	-0.1243231285	-0.1199883052	-0.0949890275	0.0388187149	0.1347283969	-0.1392017606	0.1774114533	-0.1103727264	-0.1361023075	-0.0969928897	-0.0332831935	0.1261376634	-0.1167755026	-0.1129208163	0.0670088289	-0.0393699563	0.084607293	-0.0370987646	0.0284769076	0.1160790678	-0.1013284739	-0.0373307837	-0.1515202742	-0.1580418607	0.0506780335	-0.1112116711	-0.0044668682	0.0754327653	-0.1466810309	-0.1528453742	0.0992193476	-0.0586685121	0.1108071109	-0.0701984461	-0.2001604421	0.0646785257	0.0396294223	-0.0281297061	0.1400104884	0.1358060354	0.1288918875	0.0167654	-0.0023342	0.00028107863716	5.448489640000007e-06	0.0540517	-0.0670872999999999	0.00292158627289	0.0045007058212899	-0.0489395	0.1201015	0.0023950746602499	0.01442437030225	-0.000573835	-0.000902285	3.29286607225e-07	8.141182212249999e-07	-0.000718492	4.5865999999999984e-05	5.162307540640001e-07	2.103689955999998e-09	-0.00160376	-0.00046954	2.204678116000001e-07	2.5720461376e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2476.29086973931	4.077886833631055	6132016.471554268	16.629161027901514	2500.1495196612623	10.569003940750465	111.7038442995988	6250747.620662441	2197.929856710028	-0.3205332819884461	0.1027415848622847	4830895.655017365	2184.1926900371977	2707.070751683328	1.032359	32.528576	0.1571962	0.0960667	-0.0734856221	0.067914616	0.0392572643	0.0983623819	0.0185364294	0.1159333802	-0.0921421704	0.0754446282	0.0784202663	-0.0095794522	-0.0786704013	0.0046720661	0.0751718371	-0.0404817015	-0.0295143707	0.0144409132	-0.061773341	0.1069623907	0.196630129	0.006394985	0.0066198265	-0.0127817704	0.1312730603	0.0637974824	-0.1074175849	0.0506203647	-0.1694979785	-0.061046875	0.061868855	-0.0163528768	-0.0756355006	-0.0149560785	0.0967608021	0.1413573307	0.0302431747	-0.2361046236	-0.0343495137	-0.004056558	0.0863976527	-0.0026691672	-0.110303007	-0.0616871882	0.1665033685	-0.0101009408	0.072539179	-0.0038944587	-0.0589943152	-0.0273178921	0.0851517963	-0.0483901821	0.0687761453	-0.0716439179	-0.0440809112	0.2122459773	-0.1460960243	0.0191441253	0.1107418412	0.0940457288	-0.0702531544	-0.0837138524	0.0933815692	-0.0369667835	0.0788340139	0.0680728743	-0.0149055447	0.0297956429	-0.173574461	0.0680817735	0.0346624056	0.031947825	-0.1768618635	0.118222521	0.0108740039	-0.2008996531	0.1355066353	0.1741084071	-0.0533614062	-0.021459959	0.0491810372	0.0250192092	-0.0002694622	0.1177475992	0.061661317	-0.0786829838	-0.063192226	0.0597385369	-0.0868708883	0.017447366	-0.0622262789	0.0646190179	-0.0548285988	0.0126405834	0.0733988251	-0.0187628754	-0.0037231063	-0.0877499566	-0.0981095152	0.1742133192	-0.087448599	0.0615631125	0.1393154969	0.1330606344	0.1228430468	0.0287844	0.012019	0.00082854168336	0.000144456361	0.0705666	0.0165148999999999	0.0049796450355599	0.0002727419220099	-0.135327	-0.0863875	0.018313396929	0.00746280015625	-0.000649382	-7.554700000000003e-05	4.21696981924e-07	5.707349209000004e-09	-0.000151593	0.000566899	2.2980437649e-08	3.213744762010001e-07	-0.00140071	0.0002030499999999	4.122930249999999e-08	1.9619885041e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2470.9169731201227	-5.373896619187235	6105430.68805311	28.878764873711997	2482.423321283169	-17.72619837809316	314.21810893951255	6162425.546050561	2197.4643914948865	-0.4654652151416485	0.2166578665068611	4828849.751887992	2183.7462254921165	2707.9237630174257	0.921953	29.049784	0.14329469	0.0785331999999999	-0.0584497091	0.1162395364	-0.0297117815	0.0460241799	-0.0934225452	0.0915017084	-0.0257050694	-0.0185143681	-0.1760826927	-0.020677537	0.0088013941	-0.0235926126	-0.0019530775	-0.06987486	0.0078464795	0.0450704366	0.1344206889	0.0678284893	0.0060888554	0.1398185225	0.0338808693	-0.1631577253	0.0444172528	-0.1185709039	0.0113567136	0.0008513235	0.0755645966	-0.0779994086	-0.067399274	0.0314689557	-0.0228823305	0.0132601748	-0.0238164982	0.0022350798	0.0615884967	-0.0163173344	-0.1344393784	-0.1356207732	-0.1039691029	0.0063449477	0.1307920207	-0.0934306399	-0.0026697605	-0.0194996524	0.025314467	-0.0174478774	-0.0479083105	0.1289208322	0.0020145742	0.0090447855	-0.0947842148	-0.0323110319	-0.144992533	0.0214105225	0.0205661215	0.194531415	-0.0784155781	-0.0139492418	-0.0295579341	-0.006448558	-0.1397234211	0.0298258136	0.0209910532	-0.0292911135	-0.0684794414	-0.1133290764	0.0764177691	-0.0309098568	0.0114231377	0.0677509518	-0.041112973	0.0023385701	0.081715915	0.0851299999	-0.1115123475	0.1144435542	-0.0383986643	-0.0241432007	0.0732504583	0.0767312334	0.0186476325	-0.0136805007	0.0391270518	-0.0772767454	-0.128453538	0.0330358923	0.0610072296	-0.0115358522	-0.0416551187	-0.0014324583	-0.0257953105	0.0472760828	-0.0346863862	-0.0943487333	-0.2188609448	0.0136457674	-0.1347523609	0.0179979135	-0.0770296053	-0.0580862099	0.1384830179	0.1297901039	0.1157038426	0.00176646	-0.02701794	3.1203809316e-06	0.0007299690818436	0.0999145	0.0293479	0.00998290731025	0.00086129923441	-0.116707	0.0186199999999999	0.013620523849	0.0003467043999999	-0.0012859	-0.000636518	1.65353881e-06	4.05155164324e-07	-0.0008275119999999	-0.0006759189999999	6.847761101438345e-07	4.568664945608649e-07	-0.00134697	5.374000000000004e-05	2.887987600000004e-09	1.8143281809e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2478.099642911732	7.182669791609442	6140977.840199254	51.59074533529882	2493.9320072117084	11.508685928539307	132.44985180175863	6219696.856595021	2196.687884962558	-0.7765065323283125	0.6029623947485405	4825437.663941277	2182.605639955968	2717.323183939175	0.913163	28.772818	0.16454859	0.0930554	-0.0767644789	0.0842556959	-0.0772242348	-0.0926403783	-0.1586374754	-0.0047520331	0.0320248054	0.0038736799	-0.0471025539	0.0253486806	-0.0336858036	-0.0433916562	0.0770105681	-0.1001239614	0.0258046029	-0.0284756579	0.0501180244	-0.1059529197	0.0078536542	-0.0290509202	-0.0103502372	-0.1486779896	-0.2117554964	0.059144366	-0.0396209487	-0.0078776365	-0.0822069661	-0.1935395686	0.0219276609	-0.0585073824	-0.0788481713	-0.0180629166	-0.134491336	0.031652467	0.0770623258	0.1461368957	-0.1018263422	-0.1184596086	0.0087658921	0.0149514205	-0.0544043989	0.1228272332	-0.0146559704	0.0295073345	0.0417017029	-0.0384966147	-0.1168847186	0.0419908903	-0.1100290528	-0.0221050155	-0.0644130942	0.059604272	0.0215150206	0.0719002811	-0.0103689985	0.0447540378	-0.0136251013	-0.2470921266	0.0251494182	0.0825322049	0.0228071405	-0.0038139276	0.1636641128	0.1331175516	0.0555687739	0.1105113476	0.0599910498	0.0024194011	0.037625267	0.0227971912	0.1531091903	-0.0865694443	0.174542708	0.0139699371	0.0880380275	-0.0031826139	-0.004780129	-0.0318143364	0.1187667111	0.0923739972	0.0158576382	-0.1016322267	0.1003299849	0.0382993482	-0.0436332612	0.0736691304	0.0488439048	0.0895152779	-0.1594203475	-0.1040803988	0.0259250551	0.1544778553	-0.0783228606	0.1132253006	-0.0267252899	-0.1507683063	0.0749267584	0.0327095629	-0.1704468086	-0.1461134625	0.1375138729	0.1260073511	0.1075376429	0.0140665	0.0123000399999999	0.0001978664222499	0.0001512909840015	0.026416	-0.0734985	0.0006978050559999	0.00540202950225	-0.0922303	0.0244767	0.00850642823809	0.00059910884289	-0.00169466	-0.00040876	2.8718725156e-06	1.670847376e-07	-0.000904369	-7.685700000010002e-05	8.178832881610001e-07	5.906998449015374e-09	-0.00194682	-0.0005998499999999	3.598200224999998e-07	3.7901081124e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2480.419378952636	2.31973604090399	6152480.295483781	5.381175299468919	2518.7440148850114	24.81200767330301	615.6357247800477	6344071.412519067	2197.7471563286927	1.0592713661344533	1.1220558271123509	4830092.563150855	2184.625100348552	2770.234630036937	1.033679	32.570141	0.22854795	0.166867	-0.082954379	-0.0916085498	-0.0885180663	-0.0888918307	-0.0713299977	-0.1256002978	-0.0383823544	-0.0206624699	0.0739515753	-0.0344876602	-0.0379300669	0.0419233312	-0.0193401623	-0.0953255391	0.0197690681	-0.1194866252	-0.0190830031	-0.1716436617	-0.0360637025	-0.0332266047	-0.0686597163	0.0759316731	-0.1278199871	0.0194086912	0.0565378169	0.1040711397	-0.1438081254	-0.0296903261	-0.087168757	-0.1133388714	0.2076661683	0.0598096302	0.0349625246	0.1278068322	0.1214505294	-0.0392724109	-0.1270576015	-0.0869497819	0.02238525	-0.0984132873	-0.1164730293	-0.017438639	-0.0842554282	-0.0355964689	0.0403694124	-0.0565802528	0.0083791384	-0.0035691188	-0.1397935494	-0.0486992546	-0.0213305801	0.0389195861	0.1038140216	0.0142700411	0.0728865853	-0.1081287183	0.0265287059	-0.1329977891	0.1277017229	-0.1320578881	0.1648353314	0.0518284284	0.0787079632	0.0321114477	0.0895912017	-0.1560103575	-0.0852115531	-0.0461931126	0.079353908	0.0459764443	-0.2148000677	-0.0632009595	0.2192647316	0.0252461476	0.0074501421	-0.1243356156	-0.0821441109	-0.0625348118	0.1569624461	0.0291512511	-0.0359729442	-0.1659374222	-0.038971242	0.0677509775	0.0440676858	0.1064725457	-0.1655423365	0.0312510921	0.0447658787	0.0066513569	0.0236719315	0.0174611422	-0.2069943642	0.1120935909	0.1449650681	-0.0932658082	-0.0730995995	0.1063647234	0.0854514516	-0.0890086539	0.1364090183	0.1217273048	0.0984169315	0.0179472	0.0038807	0.00032210198784	1.5059832490000009e-05	0.0905405	0.0641245	0.00819758214025	0.00411195150025	-0.108545	-0.0163147	0.011782017025	0.00026616943609	-0.00416624	-0.00247158	1.73575557376e-05	6.108707696400001e-06	-0.00107559	-0.0001712209999999	1.1568938481e-06	2.9316630840999983e-08	-0.00170506	0.0002417599999999	5.8447897599999976e-08	2.9072296036e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2472.863951026886	-7.555427925750337	6115056.1202883	57.084491141208034	2477.0984566857	-41.64555819931138	1734.3525177322315	6136016.764114677	2202.2287994746	4.481643145907128	20.08512528725634	4849811.685235337	2187.680296661472	2711.777152575752	1.09153	34.392982	0.2648533	0.133833	-0.0109902077	-0.1069151458	0.0127161348	-0.0266269589	0.0377409104	-0.134444386	0.0270018294	-0.0420139801	-0.1017684857	-0.067418421	0.0391034732	-0.0994228005	0.0303586909	-0.014701874	0.1628609873	0.0286785574	-0.0444803834	-0.0441775028	-0.0586691481	-0.0155521593	-0.100556933	-0.1018360035	-0.1726050704	0.2041923386	-0.0104115188	-0.2428436635	-0.0231869017	-0.0694445041	0.2285093156	-0.0104778251	0.0157022273	-0.16894043	-0.0526910708	-0.0023683354	-0.0902370325	0.0129928133	0.0410764028	0.2548866229	0.0434956904	-0.0805281277	0.0016585353	-0.112214926	-0.0836230999	-0.0674052787	-0.0627411747	0.0822366944	-0.0431095417	-0.0349669203	-0.0427452012	-0.1020434643	-0.0834692881	0.1273566918	0.075968754	-0.0293732773	0.0210553948	0.0838272304	0.088078808	-0.1825736705	-0.151372439	0.1824573858	0.1962149145	0.0377310417	-0.1091694268	0.1628604959	-0.043900466	0.1030069435	0.0598118558	0.107182769	0.0620218775	-0.0275073881	0.0974285636	0.0898346844	-0.074981893	-0.0827392169	-0.0959504891	0.0616964597	0.0092636291	-0.0690066983	0.1332168513	0.0107224273	-0.0002441698	0.0696041703	0.0357763138	0.1869281487	0.0954150704	0.0972528829	-0.074775024	0.0488867325	-0.1346210653	0.0063499087	-0.0548725661	0.1286659122	-0.099257933	0.0748984231	-0.0196511609	0.0346786728	0.0525042594	-0.0471239906	0.1128934369	0.1659495888	0.1351695444	0.1169668565	0.0884226644	0.0254284	0.0074812	0.00064660352656	5.596835344000001e-05	0.0371964	-0.0533441	0.0013835721729599	0.00284559300481	-0.0597023	0.0488427	0.00356436462529	0.00238560934329	-0.00209157	0.00207467	4.374665064900001e-06	4.304255608899999e-06	-0.000364194	0.000711396	1.32637269636e-07	5.06084268816e-07	-0.00138742	0.0003176399999999	1.0089516959999993e-07	1.9249342564000005e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
